,統一編號,公司名稱,負責人,登記地址,資本額,營業項目及代碼表,縣市名稱,區域名稱,縣市區域,類別_全,官網,電話
1410434,54030213,城市發展興業股份有限公司,楊O暄,新北市三重區三和路4段103號16樓,29000000,"一般廣告服務業, 仲介服務業, 其他工商服務業, 化粧品零售業, 國際貿易業, 室內裝潢, 廣告傳單分送業, 建材零售業, 日常用品批發業, 日常用品零售業, 無店面零售業, 產品設計業, 菸酒批發業, 菸酒零售業, 資料處理服務, 資訊軟體服務, 電器零售業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",新北市,三重區,新北市三重區,"一般廣告服務業, 仲介服務業, 其他工商服務業, 化粧品零售業, 國際貿易業, 室內裝潢, 廣告傳單分送業, 建材零售業, 日常用品批發業, 日常用品零售業, 無店面零售業, 產品設計業, 菸酒批發業, 菸酒零售業, 資料處理服務, 資訊軟體服務, 電器零售業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",,
1223655,90059240,環宏盛有限公司,李O榕,高雄市小港區高坪37路352號1樓,1000000,"國際貿易業, 室內裝潢, 室內輕鋼架工程業, 建材批發業, 建築物清潔服務業, 環保服務, 門窗安裝工程業",高雄市,小港區,高雄市小港區,"國際貿易業, 室內裝潢, 室內輕鋼架工程業, 建材批發業, 建築物清潔服務業, 環保服務, 門窗安裝工程業",,
736615,23108398,合豐企業股份有限公司,劉玉雲,苗栗縣公館鄉玉泉村1鄰玉泉52-2號,5000000.0,"衛浴設備給水用品（水龍頭、蓮蓬頭、水箱零件、水管灣頭等）鑄銅用脫氧管之製造、加工、買賣。,衛浴器材、衛生清潔用品、窯爐設備、三溫暖設備、燈飾、皮帶頭、熱水器之買賣。,邱媽事業商行,金鴻閔工程有限公司,聚彩不動產股份有限公司,品醬子實業社,嘉冠國際生技股份有限公司,樹宇科技有限公司,艾勒太股份有限公司,自釀好物企業,麻吉王國咖啡坊,達觀工程行,晴美國際開發有限公司,大順國際租賃有限公司,首勝工程有限公司,春芽書屋坊,蜜可購有限公司,欣欣美顏坊,欣誠新科技有限公司,永侑工程有限公司,裕軒商行,霍元商行",苗栗縣,公館鄉,苗栗縣公館鄉,"衛浴設備給水用品（水龍頭、蓮蓬頭、水箱零件、水管灣頭等）鑄銅用脫氧管之製造、加工、買賣。,衛浴器材、衛生清潔用品、窯爐設備、三溫暖設備、燈飾、皮帶頭、熱水器之買賣。,邱媽事業商行,金鴻閔工程有限公司,聚彩不動產股份有限公司,品醬子實業社,嘉冠國際生技股份有限公司,樹宇科技有限公司,艾勒太股份有限公司,自釀好物企業,麻吉王國咖啡坊,達觀工程行,晴美國際開發有限公司,大順國際租賃有限公司,首勝工程有限公司,春芽書屋坊,蜜可購有限公司,欣欣美顏坊,欣誠新科技有限公司,永侑工程有限公司,裕軒商行,霍元商行",,
787468,28001542,迅捷國際稅務顧問有限公司,文可欣,台北市信義區基隆路一段159號13樓,510000.0,,台北市,信義區,台北市信義區,其他管理顧問服務,,
153901,65287225,向宇工程有限公司,林O宇,新北市中和區連城路99巷7號5樓之1,1000000,"五金批發業, 室內裝潢, 廚具、衛浴設備安裝工程業, 無店面零售業",新北市,中和區,新北市中和區,"五金批發業, 室內裝潢, 廚具、衛浴設備安裝工程業, 無店面零售業",,
455207,38859431,鈦賀商行,吳碧芳,臺中市潭子區頭家東里中山路一段８０號,3000000.0,"裝設品零售業,日常用品批發業,水器材料批發業,五金零售業,電器零售業,日常用品零售業,水器材料零售業,無店面零售業,裝設品批發業,五金批發業,電器批發業",臺中市,潭子區,台中市潭子區,"裝設品零售業,日常用品批發業,水器材料批發業,五金零售業,電器零售業,日常用品零售業,水器材料零售業,無店面零售業,裝設品批發業,五金批發業,電器批發業",,
1291383,14170841,安順油漆工程行,,新北市中和區連城路２４９巷２８弄１２號,,"室內裝潢, 室內裝潢業",新北市,中和區,新北市中和區,"室內裝潢, 室內裝潢業",,
431545,97384306,豪美企業有限公司,林穗美,彰化縣永靖鄉五福村中山路1段152號,5000000,"家具及裝設品製造業,其他紡織及製品製造業,室內裝潢業,裝設品批發業,裝設品零售業,產品設計業,室內設計業",彰化縣,永靖鄉,彰化縣永靖鄉,"家具及裝設品製造業,其他紡織及製品製造業,室內裝潢業,裝設品批發業,裝設品零售業,產品設計業,室內設計業",,
902387,90570678,鐵花窗計劃專案規劃有限公司,林冠廷,新北市中和區中山路2段581號6樓,100000,"圖書出版業,出版業,通訊稿業,報紙業,產業育成業,有聲出版業,軟體出版業,其他出版業,電影片製作業,電影片發行業,電影片映演業,動畫影片製作業,提供設備及場地供電影片拍攝業,電影沖印業,電影錄音業,電影特效製作業,社區共同天線電視設備業,廣播節目製作業,電視節目製作業,廣播電視廣告業,廣播電視節目發行業,錄影節目帶業,藝文服務業,演藝活動業,音樂展演空間業,租賃業,攝影業,未分類其他服務業,會議及展覽服務業,其他休閒服務業,一般廣告服務業,無店面零售業,服飾品零售業,日常用品零售業",新北市,中和區,新北市中和區,"圖書出版業,出版業,通訊稿業,報紙業,產業育成業,有聲出版業,軟體出版業,其他出版業,電影片製作業,電影片發行業,電影片映演業,動畫影片製作業,提供設備及場地供電影片拍攝業,電影沖印業,電影錄音業,電影特效製作業,社區共同天線電視設備業,廣播節目製作業,電視節目製作業,廣播電視廣告業,廣播電視節目發行業,錄影節目帶業,藝文服務業,演藝活動業,音樂展演空間業,租賃業,攝影業,未分類其他服務業,會議及展覽服務業,其他休閒服務業,一般廣告服務業,無店面零售業,服飾品零售業,日常用品零售業",,
205715,77295283,仁發商店,蔡鎮陽,金門縣金湖鎮新市里菜巿場９號,40000.0,"畜產品零售業,飲料零售業,菸酒零售業",金門縣,金湖鎮,金門縣金湖鎮,"畜產品零售業,飲料零售業,菸酒零售業",,
358384,87944189,中寰商店,許碧娥,金門縣金寧鄉湖埔村下埔下７１號（限建築物第壹層使用）,10000.0,,金門縣,金寧鄉,金門縣金寧鄉,其他食品批發,,
1070931,13410132,三合一電子遊戲場業,李天龍,台中市中區自由路二段72號1樓,100000.0,一,台中市,中區,台中市中區,一,,
345610,12913488,億崴科技有限公司,王O娟,新北市三重區重新路五段六○九巷一二號五樓之三,1000000,"['事務性機器設備零售業', '精密儀器零售業', '機械器具零售業', '國際貿易業', '資訊軟體服務業', '租賃業', '儀表安裝工程業', '自動控制設備工程業', '電腦設備安裝業', '機械設備製造業', '光學儀器製造業']",新北市,三重區,新北市三重區,"['事務性機器設備零售業', '精密儀器零售業', '機械器具零售業', '國際貿易業', '資訊軟體服務業', '租賃業', '儀表安裝工程業', '自動控制設備工程業', '電腦設備安裝業', '機械設備製造業', '光學儀器製造業']",,
423054,42707160,東風環境科技有限公司,盧英正,新北市三重區新北大道1段123號11樓,1000000,"污染防治設備製造業,電纜安裝工程業,自動控制設備工程業,機械安裝業,儀表安裝工程業,其他工程業,工業助劑批發業,其他化學製品批發業,精密儀器批發業,環境用藥零售業,工業助劑零售業,國際貿易業,其他顧問服務業,資料處理服務業,研究發展服務業,能源技術服務業,其他工商服務業,環境檢測服務業,水處理業,資源回收業,其他環境衛生及污染防治服務業",新北市,三重區,新北市三重區,"污染防治設備製造業,電纜安裝工程業,自動控制設備工程業,機械安裝業,儀表安裝工程業,其他工程業,工業助劑批發業,其他化學製品批發業,精密儀器批發業,環境用藥零售業,工業助劑零售業,國際貿易業,其他顧問服務業,資料處理服務業,研究發展服務業,能源技術服務業,其他工商服務業,環境檢測服務業,水處理業,資源回收業,其他環境衛生及污染防治服務業",,
772115,90845472,龍鉅開發有限公司,邱毓淳,高雄市前鎮區南天街20號,5000000,"住宅及大樓開發租售業,不動產買賣業,不動產租賃業,一般廣告服務業",高雄市,前鎮,高雄市前鎮,"住宅及大樓開發租售業,不動產買賣業,不動產租賃業,一般廣告服務業",,
1166199,91139242,星玥鐵板燒,莊旭揚,宜蘭縣冬山鄉鹿埔村永興路二段690巷35號一樓,,"餐廳餐館, 餐館業",宜蘭縣,冬山鄉,宜蘭縣冬山鄉,"餐廳餐館, 餐館業",,
782980,85242107,天言實業社,何偉銘,桃園市桃園區同安里新埔六街76號9樓,200000.0,"投資顧問業,管理顧問業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,其他顧問服務業",桃園市,桃園區,桃園市桃園區,"投資顧問業,管理顧問業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,其他顧問服務業",,
554585,10448562,惟超畜牧場,楊惟超,屏東縣九如鄉大坵村大坵路9巷37號,100000.0,"畜牧場經營業,地號,家畜禽飼育業",屏東縣,九如鄉,屏東縣九如鄉,"畜牧場經營業,地號,家畜禽飼育業",,
1223437,90001846,言十空間設計有限公司,潘怡芳,高雄市橋頭區仕隆路校邊巷3號,666666,"一般廣告服務業, 室內裝潢, 室內輕鋼架工程業, 廚具、衛浴設備安裝工程業, 建材批發業, 建材零售業, 建築物清潔服務業, 玻璃安裝工程業, 環保服務, 產品設計業, 門窗安裝工程業",高雄市,橋頭區,高雄市橋頭區,"一般廣告服務業, 室內裝潢, 室內輕鋼架工程業, 廚具、衛浴設備安裝工程業, 建材批發業, 建材零售業, 建築物清潔服務業, 玻璃安裝工程業, 環保服務, 產品設計業, 門窗安裝工程業",,
511269,18227492,樺盈企業社,涂瑞茂,澎湖縣白沙鄉赤崁村大赤崁212號1樓,230000.0,,澎湖縣,白沙鄉,澎湖縣白沙鄉,"海洋水運,建築物一般清潔服務",,
139881,88011559,梵詠商號,呂健瑋,高雄市左營區大順一路５５０號1樓,,"其他餐飲, 烘焙炊蒸食品製造業, 資訊軟體服務, 食品什貨、飲料零售業, 飲料店業",高雄市,左營區,高雄市左營區,"其他餐飲, 烘焙炊蒸食品製造業, 資訊軟體服務, 食品什貨、飲料零售業, 飲料店業",,
453438,53469334,絕傢俬國際有限公司,蔣學正,新竹縣竹北市鹿場里成功一街82號1樓,4000000,"其他木製品製造業,其他金屬製品製造業,電器及視聽電子產品製造業,電器承裝業,電器安裝業,室內裝潢業,照明設備安裝工程業,裝設品批發業,建材批發業,其他批發業,裝設品零售業,電器零售業,國際貿易業,產品設計業,室內設計業,能源技術服務業,人力派遣業",新竹縣,竹北市,新竹縣竹北市,"其他木製品製造業,其他金屬製品製造業,電器及視聽電子產品製造業,電器承裝業,電器安裝業,室內裝潢業,照明設備安裝工程業,裝設品批發業,建材批發業,其他批發業,裝設品零售業,電器零售業,國際貿易業,產品設計業,室內設計業,能源技術服務業,人力派遣業",,
1296051,16207604,潔昶有限公司,林O子,新北市永和區中和路335巷8號(1樓),26000000,"五金批發業, 五金零售業, 人力派遣業, 倉儲業, 其他工商服務業, 其他服務, 其他餐飲, 國際貿易業, 園藝服務業, 室內裝潢, 建材批發業, 建材零售業, 建築物清潔服務業, 日常用品批發業, 日常用品零售業, 機械批發業, 環保服務, 資料處理服務, 資訊軟體服務, 電器批發業, 電子資訊供應服務業",新北市,永和區,新北市永和區,"五金批發業, 五金零售業, 人力派遣業, 倉儲業, 其他工商服務業, 其他服務, 其他餐飲, 國際貿易業, 園藝服務業, 室內裝潢, 建材批發業, 建材零售業, 建築物清潔服務業, 日常用品批發業, 日常用品零售業, 機械批發業, 環保服務, 資料處理服務, 資訊軟體服務, 電器批發業, 電子資訊供應服務業",,
1018112,69305132,山石興業股份有限公司,蔡春湧,新北市淡水區北新路192之1號2樓之2,40000000,"室內裝潢, 建材批發業",新北市,淡水區,新北市淡水區,"室內裝潢, 建材批發業",,
1498003,47803233,弘錀實業社,,,,,,,,經銷批發代工/工程研發整廠/五金製品代工,"https://062735295.tw66.com.tw
",
